"Phi [deg]","dB(RealizedGainTotal) [] - Freq='2.4GHz' Theta='90deg'"
-180,-15.9357292595813
-178,-14.7293145020184
-176,-13.6241116282799
-174,-12.6640978323465
-172,-11.8376576101455
-170,-11.1179966710686
-168,-10.4775943476871
-166,-9.89289359325045
-164,-9.34529312459652
-162,-8.82051575636552
-160,-8.30722405310847
-158,-7.79551914831033
-156,-7.27592619524142
-154,-6.73933063926288
-152,-6.17799018733272
-150,-5.58726110687561
-148,-4.96724932436361
-146,-4.32351901527648
-144,-3.66640324371837
-142,-3.00913325361051
-140,-2.36548406481278
-138,-1.74766442233064
-136,-1.16487682504845
-134,-0.622626791532821
-132,-0.12265588716018
-130,0.336674874659271
-128,0.75968936527482
-126,1.15248290192918
-124,1.52187434501209
-122,1.87433256979104
-120,2.2150240509134
-118,2.54714004575824
-116,2.87161831424452
-114,3.18727890273252
-112,3.49128517678151
-110,3.7797694221526
-108,4.04845352856504
-106,4.29314019938966
-104,4.51001760956811
-102,4.69578083239697
-100,4.84761208168119
-98,4.96307877174795
-96,5.04001065222267
-94,5.07641252547853
-92,5.07046266743645
-90,5.02064184954888
-88,4.92603468545913
-86,4.7868428623396
-84,4.60514404796798
-82,4.38590879670239
-80,4.13822546040197
-78,3.87653949752672
-76,3.62145104879107
-74,3.39927064473658
-72,3.2393593880301
-70,3.16880164219232
-68,3.20553975642616
-66,3.35295406755005
-64,3.59897421767303
-62,3.92024541884779
-60,4.28881126843697
-58,4.67802504877579
-56,5.06595038657319
-54,5.43633801920855
-52,5.77810456962034
-50,6.08421155559817
-48,6.35050413875182
-46,6.57476237635252
-44,6.75603135683505
-42,6.89420709809694
-40,6.9898214204679
-38,7.04396247630998
-36,7.05827296798974
-34,7.03497820620569
-32,6.97690786471702
-30,6.88748707704777
-28,6.77068361820274
-26,6.6309078596221
-24,6.47287063638237
-22,6.30141079508796
-20,6.12130866645117
-18,5.93710372682933
-16,5.75293405559316
-14,5.57241176217739
-12,5.39854247428235
-10,5.23368881943567
-8,5.07956890224235
-6,4.93727322684216
-4,4.80727995598384
-2,4.6894509898825
0,4.58300059809026
2,4.4864422794591
4,4.39753384833493
6,4.3132501356853
8,4.2298130257499
10,4.14279893104526
12,4.04732728258795
14,3.93831588591806
16,3.8107758113523
18,3.6601131687529
20,3.4824076290894
22,3.27464534631614
24,3.03489366588286
26,2.76241402139306
28,2.45771626481398
30,2.12256168781738
32,1.75992239126274
34,1.37389977101791
36,0.969592305635077
38,0.552881397653901
40,0.130078002627262
42,-0.292643268956397
44,-0.710076660055549
46,-1.1190596027777
48,-1.51962870171536
50,-1.91596043104614
52,-2.31675482912759
54,-2.73482881496313
56,-3.18590080589169
58,-3.68672546870084
60,-4.25273821905539
62,-4.89515837705849
64,-5.6171613790078
66,-6.40848084581595
68,-7.2381889635315
70,-8.04770093019333
72,-8.75165486202359
74,-9.25951297538095
76,-9.51964521203529
78,-9.55486836011963
80,-9.45224836049599
82,-9.31948655996205
84,-9.25009489241515
86,-9.31381056086214
88,-9.56279067695572
90,-10.042620910187
92,-10.8042564175341
94,-11.9184340389725
96,-13.4985559878589
98,-15.7459034637105
100,-19.0390185751625
102,-23.7659270730098
104,-25.0284693598452
106,-20.1136081729683
108,-16.3049634039847
110,-13.7123055273245
112,-11.897898749471
114,-10.6288772162338
116,-9.78297963358029
118,-9.29397171209418
120,-9.12679158792803
122,-9.26549734850376
124,-9.70626617830165
126,-10.4504464889327
128,-11.4902455941749
130,-12.7693471174959
132,-14.0838755492293
134,-14.9480359768376
136,-14.8032336147725
138,-13.7195500159078
140,-12.2795312567166
142,-10.8997241824737
144,-9.73288227184674
146,-8.80920253002944
148,-8.1206032204269
150,-7.65172233061356
152,-7.38949462674256
154,-7.32554418130313
156,-7.45637871132357
158,-7.78304156412805
160,-8.31071978532976
162,-9.04830164954859
164,-10.0073770247702
166,-11.1990606008184
168,-12.6239493143848
170,-14.2425205288586
172,-15.8998115822218
174,-17.2071504698494
176,-17.6279163608044
178,-17.0501006725148
180,-15.9357292595813
