"Phi [deg]","dB(RealizedGainTotal) [] - Freq='2.4GHz' Theta='90deg'"
-180,0.526023876803331
-178,0.119671617866142
-176,-0.278130499907468
-174,-0.683144598446962
-172,-1.11635366053285
-170,-1.60178428909865
-168,-2.16435188328929
-166,-2.82807653388319
-164,-3.61458708243713
-162,-4.54137853724692
-160,-5.61874269573077
-158,-6.84346013406913
-156,-8.18631998451606
-154,-9.57138641488282
-152,-10.8558256986475
-150,-11.8499874316337
-148,-12.4246082895967
-146,-12.6284582488131
-144,-12.653805679782
-142,-12.7015848578229
-140,-12.9048117310487
-138,-13.3163001434866
-136,-13.8929634038383
-134,-14.4394576787501
-132,-14.5766884771692
-130,-13.9774578582802
-128,-12.7573057978955
-126,-11.3299156625775
-124,-10.0140071434594
-122,-8.95507252122472
-120,-8.20170000249921
-118,-7.76464300920707
-116,-7.64331624378324
-114,-7.83498047264453
-112,-8.33489761358734
-110,-9.12771985388022
-108,-10.1627296107379
-106,-11.299361380404
-104,-12.2365793393687
-102,-12.577785155722
-100,-12.1879286416443
-98,-11.3582681593641
-96,-10.4594123267186
-94,-9.69841159043561
-92,-9.13969060338905
-90,-8.76948337477429
-88,-8.52806696294718
-86,-8.32187381852864
-84,-8.0389132273548
-82,-7.58391799164789
-80,-6.92247455326799
-78,-6.09503967651789
-76,-5.18529873421782
-74,-4.27644993960303
-72,-3.42782071692704
-70,-2.67243651100754
-68,-2.02317569721956
-66,-1.47939201888965
-64,-1.03155557610399
-62,-0.664045228367634
-60,-0.35689112805094
-58,-0.087278151744632
-56,0.168557741186056
-54,0.432746717515003
-52,0.722756999278621
-50,1.04873529960941
-48,1.41224245043897
-46,1.80696109839686
-44,2.22106552900604
-42,2.64026883053752
-40,3.05052840527912
-38,3.43984484693016
-36,3.79909928843132
-34,4.12216665764554
-32,4.40560399740775
-30,4.64815135578859
-28,4.85019379901443
-26,5.01326293146572
-24,5.13961455212806
-22,5.23189973940092
-20,5.29294042823973
-18,5.32561935851105
-16,5.33289215736417
-14,5.31792214072441
-12,5.28432349093884
-10,5.23647424280582
-8,5.1798268458502
-6,5.12110409579402
-4,5.06823276957685
-2,5.02986036185071
0,5.01435825443375
2,5.0283662386076
4,5.07515696029787
6,5.15328860569564
8,5.25601904680715
10,5.37170719857039
12,5.48504453972194
14,5.57867209319847
16,5.63469443259225
18,5.63576467527424
20,5.56563619230802
22,5.40923835218244
24,5.15240086511113
26,4.78135039345381
28,4.2820769103034
30,3.6396552240468
32,2.83765529392695
34,1.85798174412526
36,0.682121436241165
38,-0.703372674386653
40,-2.28926115247274
42,-3.99473777852507
44,-5.5647480117852
46,-6.50948487611125
48,-6.45674260751214
50,-5.64889012273917
52,-4.60205944897334
54,-3.63199403411779
56,-2.8500428803243
58,-2.27459461061243
60,-1.89182708362887
62,-1.67831846948918
64,-1.60793103232577
66,-1.65301898795501
68,-1.78371581384531
70,-1.96686198172805
72,-2.16561730542306
74,-2.34081559993835
76,-2.45488160004393
78,-2.47797806272039
80,-2.39411640077487
82,-2.20387426635936
84,-1.92189162602342
86,-1.57058878034478
88,-1.17348231523318
90,-0.750684270916757
92,-0.317183565236817
94,0.116840312698423
96,0.54473271133868
98,0.961921208109779
100,1.36477195538023
102,1.74991904082801
104,2.11405515983496
106,2.45406833105407
108,2.76737182164502
110,3.05228451848309
112,3.30835407765252
114,3.53655415671848
116,3.73931723636654
118,3.92038421250375
120,4.08446748344908
122,4.23674469313308
124,4.38223094851835
126,4.52511444458634
128,4.66816962903046
130,4.81236410551702
132,4.95673890281869
134,5.0985741191853
136,5.23377939728095
138,5.35740102047799
140,5.46413029452526
142,5.54872597746382
144,5.60630810637261
146,5.63252250758773
148,5.62360352041628
150,5.57637500875972
152,5.48823013282402
154,5.35712379877903
156,5.18160262572347
158,4.9608884063672
160,4.69502328315369
162,4.385077280044
164,4.03340865091103
166,3.64395026475101
168,3.22246574515968
170,2.77667447684225
172,2.31609131257934
174,1.85139096103787
176,1.3931404077777
178,0.949904394433632
180,0.526023876803331
