"Phi [deg]","dB(RealizedGainTotal) [] - Freq='2.4GHz' Theta='90deg'"
-180,4.82608939083547
-178,4.62266124825611
-176,4.36581804320995
-174,4.06251113216042
-172,3.72169846500844
-170,3.3547780374158
-168,2.97581540248909
-166,2.60133501930985
-164,2.24940893121881
-162,1.93787824873638
-160,1.68186140598921
-158,1.49116953821634
-156,1.36856271307876
-154,1.30958698366942
-152,1.3040275486373
-150,1.3382768681161
-148,1.397670287869
-146,1.46814890681675
-144,1.53712038532426
-142,1.59374888641246
-140,1.62899910139632
-138,1.63566060909198
-136,1.60841403659302
-134,1.5438638223588
-132,1.44039721212463
-130,1.29774199170821
-128,1.11617486997509
-126,0.895455835164685
-124,0.633691897874109
-122,0.326409460157862
-120,-0.0339114508251952
-118,-0.45771400737738
-116,-0.957678474804768
-114,-1.54756872194475
-112,-2.24060355571227
-110,-3.04701877691523
-108,-3.96989207783589
-106,-4.99743177839092
-104,-6.08928223061232
-102,-7.15683281631825
-100,-8.05100651419758
-98,-8.59702353239626
-96,-8.69889991255115
-94,-8.41894322574935
-92,-7.9211016326184
-90,-7.35909058970092
-88,-6.82654240243188
-86,-6.36377878515152
-84,-5.97847994573798
-82,-5.66197634412555
-80,-5.39946874235873
-78,-5.17607042373404
-76,-4.98003186810852
-74,-4.8037880963168
-72,-4.64333055608796
-70,-4.49659596491742
-68,-4.36166837812476
-66,-4.23541352630325
-64,-4.1127890500498
-62,-3.98669735059574
-60,-3.84803494768208
-58,-3.68564559946853
-56,-3.48623102272921
-54,-3.23479042991194
-52,-2.91648500417588
-50,-2.52042377217706
-48,-2.04451916354282
-46,-1.49906719504693
-44,-0.906695886571027
-42,-0.298361105736497
-40,0.292586656270765
-38,0.835674028360959
-36,1.30651033558505
-34,1.68795747384329
-32,1.96999375812942
-30,2.14900710875994
-28,2.22697815223715
-26,2.21074037713593
-24,2.11132266805736
-22,1.94328939653696
-20,1.72398112990216
-18,1.47261807107583
-16,1.20934084865285
-14,0.954371052416847
-12,0.727475640060988
-10,0.547731884886469
-8,0.433256958618866
-6,0.400321314980026
-4,0.461429819012558
-2,0.62265279992138
0,0.881342535609248
2,1.22560515032887
4,1.63609286580647
6,2.0894098863121
8,2.56173299855512
10,3.03152085246657
12,3.48093134242285
14,3.89615622879858
16,4.26709613999818
18,4.58675069566038
20,4.85056283659181
22,5.05583559173735
24,5.20126236521736
26,5.28657217345743
28,5.31227482997888
30,5.27948639818809
32,5.18981562257915
34,5.04529448044407
36,4.84833950700066
38,4.6017349482774
40,4.30863382910771
42,3.97257794072354
44,3.59754130915434
46,3.18800257858597
48,2.74904941846097
50,2.28651416594943
52,1.80713962421898
54,1.31878623287402
56,0.830725925731988
58,0.354122146590665
60,-0.0971640605493287
62,-0.505365826943082
64,-0.847440910805731
66,-1.09446636377904
68,-1.21356105088088
70,-1.17411394457182
72,-0.957832607756838
74,-0.567964178885963
76,-0.0313067983603315
78,0.6088992687555
80,1.30445491871701
82,2.01169363965483
84,2.69614349581089
86,3.3331484926868
88,3.90641170048123
90,4.40596594501716
92,4.82631570483677
94,5.16498131663671
96,5.42143801258838
98,5.59636480888614
100,5.69111163597244
102,5.70731060784989
104,5.64658016388297
106,5.51029333053558
108,5.29940264583364
110,5.01433425535096
112,4.65498147452099
114,4.22084202135949
116,3.71135130384748
118,3.12646524867253
120,2.46753886206034
122,1.73852741900838
124,0.947496959897754
126,0.1083562430376
128,-0.757390938762355
130,-1.61919114600928
132,-2.43663557456112
134,-3.15958481232824
136,-3.72971500748336
138,-4.08522990257581
140,-4.17211239059077
142,-3.96267599678854
144,-3.47217580337751
146,-2.75835870470225
148,-1.90162729205218
150,-0.98079515439179
152,-0.0584500767759549
154,0.822336373496883
156,1.63504063005485
158,2.36508118410801
160,3.00575017320746
162,3.55522461500893
164,4.01454544670429
166,4.38630727068249
168,4.6738346669021
170,4.88068876094213
172,5.01040487001517
174,5.06640055459407
176,5.05201676308533
178,4.97066844544951
180,4.82608939083547
