"Phi [deg]","dB(RealizedGainTotal) [] - Freq='2.4GHz' Theta='90deg'"
-180,6.24532666648057
-178,6.02796930611893
-176,5.74755440177772
-174,5.41041507583522
-172,5.02535667918906
-170,4.60430613694837
-168,4.16278588676896
-166,3.71992674790985
-164,3.29764159808057
-162,2.91864180091227
-160,2.603340107563
-158,2.36633582927854
-156,2.2137454004491
-154,2.14254081056458
-152,2.1421328132542
-150,2.19732909496717
-148,2.29135189066619
-146,2.40798098328549
-144,2.53258868377725
-142,2.65233266903209
-140,2.75592181580265
-138,2.83328740600293
-136,2.87533738869475
-134,2.87384109841769
-132,2.82141662307565
-130,2.71156684961181
-128,2.5387145553704
-126,2.29820432753272
-124,1.98625877600453
-122,1.59989481222221
-120,1.13682443605574
-118,0.595388483607387
-116,-0.0253921867339311
-114,-0.725508241099812
-112,-1.50317592505876
-110,-2.35325290565766
-108,-3.26446187908739
-106,-4.21515838396365
-104,-5.16817944859249
-102,-6.06754641784364
-100,-6.84337060392251
-98,-7.43179867716285
-96,-7.80561055550619
-94,-7.99302904484198
-92,-8.06632074770896
-90,-8.11156219258284
-88,-8.20434910379247
-86,-8.40105885587106
-84,-8.74032871420069
-82,-9.24716677683179
-80,-9.93489112492533
-78,-10.801328231667
-76,-11.8140000099667
-74,-12.8769167232576
-72,-13.7851142448968
-70,-14.2409681156773
-68,-14.0527248165893
-66,-13.3416670168442
-64,-12.4128595978273
-62,-11.5164433093804
-60,-10.7889837454041
-58,-10.2948447101302
-56,-10.0664324366279
-54,-10.1244806842107
-52,-10.4829993012906
-50,-11.138698779095
-48,-12.031113562515
-46,-12.9469900959725
-44,-13.4201243090639
-42,-12.9841304390281
-40,-11.7656004598288
-38,-10.2994644422023
-36,-8.95848165155082
-34,-7.88193649745926
-32,-7.0946035099186
-30,-6.57864787792151
-28,-6.29963997573211
-26,-6.21289051799865
-24,-6.26317618085893
-22,-6.38438346486335
-20,-6.50403853594737
-18,-6.55577191748484
-16,-6.49639796926592
-14,-6.31656814056859
-12,-6.0359701649567
-10,-5.68707832101119
-8,-5.29964833115996
-6,-4.89346243311751
-4,-4.47871718655001
-2,-4.06003293340625
0,-3.64062735322303
2,-3.22484631663052
4,-2.81868169530223
6,-2.42882514729521
8,-2.0611413947759
10,-1.71930405347245
12,-1.40399286532105
14,-1.11275140113071
16,-0.840441742010606
18,-0.580169674214805
20,-0.324516792280123
22,-0.0668654061786203
24,0.197444373039809
26,0.470376323282986
28,0.75102755039804
30,1.03600465650188
32,1.32016628457791
34,1.59747866820376
36,1.8617626363825
38,2.10720694514908
40,2.32862561960418
42,2.52150808890724
44,2.68194205296459
46,2.80649081272647
48,2.89209448855258
50,2.93605024329993
52,2.93611755230868
54,2.89079404113206
56,2.79981558591492
58,2.66494692021689
60,2.49113209074347
62,2.2880336524206
64,2.07183614345293
66,1.8668195478885
68,1.70557095311873
70,1.62608141706453
72,1.6643516511731
74,1.84370168356398
76,2.16583911653893
78,2.60955170555061
80,3.13797290163606
82,3.70941400228518
84,4.28596283808576
86,4.83757793146032
88,5.34258706848609
90,5.7863971435847
92,6.15974513266664
94,6.45713115185445
96,6.6756255612477
98,6.81403678012806
100,6.87236123697777
102,6.85143191361579
104,6.75269639659047
106,6.57807317369059
108,6.32985203513216
110,6.01062139261648
112,5.62322338261057
114,5.17075650351185
116,4.65666209013752
118,4.08493892726499
120,3.4605221118668
122,2.78983283689877
124,2.08145911064235
126,1.34688532887032
128,0.601197826828341
130,-0.136184658394387
132,-0.840462599426647
134,-1.47963234367312
136,-2.01194866983848
138,-2.38475211332158
140,-2.53984978046407
142,-2.43046506866297
144,-2.04491189958809
146,-1.4188251752149
148,-0.623058136869444
150,0.262476794451538
152,1.16950680781415
154,2.04905028508439
156,2.87003647084411
158,3.61474776263055
160,4.27434061952522
162,4.84545240770045
164,5.32789473243801
166,5.72316633218104
168,6.03352854224155
170,6.26145961743279
172,6.4093705546687
174,6.47951083416307
176,6.4740211320038
178,6.3951078988342
180,6.24532666648057
