"Phi [deg]","dB(RealizedGainTotal) [] - Freq='2.4GHz' Theta='90deg'"
-180,5.51172108714585
-178,5.24024457202184
-176,4.8872626514188
-174,4.45570041977688
-172,3.95042245961844
-170,3.37900605986691
-168,2.75259625889006
-166,2.086685702477
-164,1.40147715803473
-162,0.721293219773361
-160,0.0724974739455391
-158,-0.520105186620937
-156,-1.03732233327378
-154,-1.46795648646532
-152,-1.80758380358635
-150,-2.05370148837855
-148,-2.19964401820015
-146,-2.23097446502045
-144,-2.12756559477497
-142,-1.87208065276711
-140,-1.46120205353687
-138,-0.912548775854731
-136,-0.262391053731939
-134,0.443795302047476
-132,1.16153823035935
-130,1.85375608729986
-128,2.49278469174718
-126,3.05969074422995
-124,3.54256890128688
-122,3.93480870586193
-120,4.2337134961914
-118,4.43953640321482
-116,4.55488038065344
-114,4.58438335212373
-112,4.53461143040474
-110,4.4140822779392
-108,4.23332550736465
-106,4.00485790723044
-104,3.74292138227529
-102,3.46283073065828
-100,3.17984948057818
-98,2.90768396760424
-96,2.65692404005814
-94,2.43393458573658
-92,2.24065370092431
-90,2.07543557838728
-88,1.93464905704294
-86,1.81445899137269
-84,1.71221069835269
-82,1.62704758001283
-80,1.55967483101588
-78,1.51143672602096
-76,1.48306070032999
-74,1.47350795932725
-72,1.47931856178347
-70,1.49464462215853
-68,1.51190368525376
-66,1.52278073729131
-64,1.5192488609806
-62,1.49435850746452
-60,1.44268953552213
-58,1.36049119348911
-56,1.2456105377475
-54,1.09731967900102
-52,0.916104291844225
-50,0.703388697082856
-48,0.461081073122851
-46,0.190779247913311
-44,-0.107459742045589
-42,-0.436694608251762
-40,-0.804680825568428
-38,-1.22497007430888
-36,-1.71712663322408
-34,-2.30593986798117
-32,-3.019714923729
-30,-3.88744305938776
-28,-4.93334550533815
-26,-6.16385913960925
-24,-7.53476242763027
-22,-8.87960651961146
-20,-9.83000973182637
-18,-9.96135076029471
-16,-9.25715535268316
-14,-8.1274452148069
-12,-6.94466324712003
-10,-5.88047011574274
-8,-4.98290574289056
-6,-4.2505487635535
-4,-3.66695729406881
-2,-3.213745372926
0,-2.87488885239073
2,-2.63751107320634
4,-2.49110600706174
6,-2.42593265669498
8,-2.43089758058104
10,-2.49115795952667
12,-2.58582190298314
14,-2.68651861290852
16,-2.75816495197977
18,-2.76341989090342
20,-2.67104386381597
22,-2.46531764032268
24,-2.15118596635937
26,-1.75159189284124
28,-1.29889033692293
30,-0.825659140467936
32,-0.358840879807682
34,0.0821589312785083
36,0.484745887496022
38,0.841312113523947
40,1.14731001172533
42,1.39969728633502
44,1.59590819291982
46,1.73335002994766
48,1.80935744162539
50,1.82151840256832
52,1.76829737368061
54,1.6499130793926
56,1.469467364675
58,1.23434417010856
60,0.957860625526568
62,0.660980858749946
64,0.37350284074824
66,0.133498486923401
68,-0.0166774798487781
70,-0.0387426769642943
72,0.0907403784196753
74,0.372558467217504
76,0.78507860532702
78,1.2922167909669
80,1.85382850507128
82,2.43343032944807
84,3.00169555816646
86,3.53681553198745
88,4.0233747733192
90,4.45086862811836
92,4.81238172134575
94,5.10357310398494
96,5.32195291380977
98,5.46638893334489
100,5.53678118909973
102,5.53385508857811
104,5.45903581694171
106,5.31437576177791
108,5.10251321956097
110,4.82664602749306
112,4.49050890992615
114,4.09834751169996
116,3.65488263871867
118,3.16525145734339
120,2.63489696568971
122,2.06935999023748
124,1.47393151174405
126,0.853186375683971
128,0.210586998703871
130,-0.451358238444635
132,-1.1294948808825
134,-1.81567345590017
136,-2.48818665194334
138,-3.09870484541006
140,-3.55997253135015
142,-3.75224585950406
144,-3.57188293833748
146,-3.00356807629429
148,-2.13894852528255
150,-1.116969157791
152,-0.0577124967126407
154,0.96114316660503
156,1.89805170093649
158,2.73450653000453
160,3.46474585805408
162,4.08938122546516
164,4.61180373188982
166,5.03623858218679
168,5.36672873723911
170,5.60664734003159
172,5.75852537660327
174,5.82407893362295
176,5.8043695286614
178,5.7000569420197
180,5.51172108714585
