"Phi [deg]","dB(RealizedGainTotal) [] - Freq='2.4GHz' Theta='90deg'"
-180,-1.85759718723649
-178,-2.5530716357646
-176,-3.3417153133825
-174,-4.22187375977207
-172,-5.182136058007
-170,-6.19309899851692
-168,-7.19433912529663
-166,-8.08053274676679
-164,-8.70560198769593
-162,-8.93558660070009
-160,-8.73645682477135
-158,-8.2025167257608
-156,-7.48657844711302
-154,-6.720504348906
-152,-5.98829181467374
-150,-5.33425905177786
-148,-4.77789461331932
-146,-4.32451362829354
-144,-3.97086317531948
-142,-3.70715337885238
-140,-3.51696528988801
-138,-3.37636544439426
-136,-3.25382430954241
-134,-3.11289087029981
-132,-2.91902822406108
-130,-2.64946568569626
-128,-2.30129715105793
-126,-1.89236276617363
-124,-1.45404491902713
-122,-1.02063071839205
-120,-0.620675601326885
-118,-0.272585691983534
-116,0.0162963126638219
-114,0.248622275940048
-112,0.434991551158666
-110,0.591237060027168
-108,0.735042560651186
-106,0.882075673673357
-104,1.0423340673959
-102,1.21778440804681
-100,1.40213463381008
-98,1.58271327508633
-96,1.74355161062187
-94,1.86850748752871
-92,1.94366253725807
-90,1.95882228472936
-88,1.90836106736649
-86,1.79178649457841
-84,1.61433559709284
-82,1.38774127716541
-80,1.13103477306298
-78,0.870849905956101
-76,0.640231864348647
-74,0.474793163674815
-72,0.405903409127707
-70,0.452750085931258
-68,0.617144055382353
-66,0.884230611436164
-64,1.22855213983123
-62,1.62172796652993
-60,2.03819712634672
-58,2.45780400472019
-56,2.8659050438254
-54,3.25222426471566
-52,3.60941208424849
-50,3.93181811429395
-48,4.21465922065787
-46,4.45358133300467
-44,4.644532799289
-42,4.78384459288643
-40,4.86841959314051
-38,4.89595206105693
-36,4.8651192413255
-34,4.77570495621137
-32,4.62862941850301
-30,4.42587244504131
-28,4.17029239769401
-26,3.86536388369335
-24,3.51488487680871
-22,3.12273653374652
-20,2.69281153603825
-18,2.22925334626659
-16,1.73716470482822
-14,1.22394200814229
-12,0.701344900659969
-10,0.188229054546099
-8,-0.286633118917054
-6,-0.683250292029647
-4,-0.95352578971828
-2,-1.05154209423405
0,-0.949499894830056
2,-0.650617670991069
4,-0.189111995905257
6,0.382771606752472
8,1.01082836975686
10,1.64935966404964
12,2.26450015761627
14,2.83315224720174
16,3.34041032936224
18,3.77705147708638
20,4.1376270366183
22,4.41919066424052
24,4.62053789416538
26,4.74181505479133
28,4.78437974050625
30,4.7508210988445
32,4.64506338645334
34,4.47247815821413
36,4.23992107300048
38,3.95559568778008
40,3.62864416060785
42,3.26839830352425
44,2.88331969639231
46,2.47981822132263
48,2.06131879873668
50,1.62805441084817
52,1.17802178318778
54,0.709358234075429
56,0.224178664058971
58,-0.266334637333423
60,-0.736356924417746
62,-1.14161119607315
64,-1.4220835363334
66,-1.51679991754983
68,-1.38902674816693
70,-1.04612416181789
72,-0.536543744201552
74,0.0728775918303147
76,0.719980745323558
78,1.35854294032968
80,1.95908173204973
82,2.50509106585162
84,2.988723448141
86,3.40741974813474
88,3.761666066957
90,4.05362923220949
92,4.28637639166282
94,4.46344699601569
96,4.58861795994478
98,4.66576017540515
100,4.6987260464263
102,4.69123779749001
104,4.64676898969199
106,4.56842914224622
108,4.45887393236421
110,4.32027016157021
112,4.15434417335525
114,3.96253395752201
116,3.74624936478173
118,3.50722362512836
120,3.24791559070473
122,2.97189934829903
124,2.68416076922778
126,2.39121601130254
128,2.10098352445168
130,1.82238460895638
132,1.56471221241373
134,1.33686866803672
136,1.14659430075689
138,0.999771466433396
140,0.899821614245109
142,0.847184481690618
144,0.838923838506931
146,0.868603146376192
148,0.926608557643105
150,1.00099190771872
152,1.07870850370642
154,1.14696402182871
156,1.19435773228856
158,1.21160625190233
160,1.19177441182753
162,1.13005707005073
164,1.02322392381795
166,0.868869513455872
168,0.664619847692278
170,0.40744173765359
172,0.0931771126339203
174,-0.283620383856165
176,-0.729526012576223
178,-1.25178686341456
180,-1.85759718723649
