"Phi [deg]","dB(RealizedGainTotal) [] - Freq='2.4GHz' Theta='90deg'"
-180,2.39140748379582
-178,2.6404907260931
-176,2.87282326476199
-174,3.08317360837748
-172,3.26689544468688
-170,3.41974201926795
-168,3.53760345966205
-166,3.61623969715735
-164,3.65107277558699
-162,3.63709304092553
-160,3.56892773390202
-158,3.44112346666423
-156,3.24871437739985
-154,2.98819566705089
-152,2.65910478072551
-150,2.26651620747927
-148,1.8247940065725
-146,1.36263293301402
-144,0.928104534108234
-142,0.589394063890835
-140,0.42361979801934
-138,0.489824228954557
-136,0.799235256922701
-134,1.30859513175604
-132,1.94328487717545
-130,2.62807534239796
-128,3.30479415226331
-126,3.93535320773361
-124,4.49769915186657
-122,4.98055637551066
-120,5.37924917944059
-118,5.69292258799163
-116,5.92285627643039
-114,6.07150637095411
-112,6.14199984660732
-110,6.13790120689972
-108,6.06313845322627
-106,5.92201625747104
-104,5.71926656114803
-102,5.460097969604
-100,5.15021165909169
-98,4.79575902706721
-96,4.40323070897655
-94,3.97929221156201
-92,3.53061872057007
-90,3.06382420368228
-88,2.58561321812059
-86,2.10328737694409
-84,1.62568959469838
-82,1.16454343217479
-80,0.735912590376472
-78,0.361149771470739
-76,0.0663089157535315
-74,-0.121085699076757
-72,-0.178155044450277
-70,-0.0938724384657365
-68,0.126290732946957
-66,0.461238135026135
-64,0.880162386078203
-62,1.35005919320651
-60,1.84149599899291
-58,2.33139992847415
-56,2.80340267551717
-54,3.24683412158477
-52,3.65524223288536
-50,4.02493527449457
-48,4.35376443616136
-46,4.6402188886069
-44,4.88284169229896
-42,5.07994734415509
-40,5.22960508895069
-38,5.32983882294694
-36,5.37898549100151
-34,5.37615153387482
-32,5.3217102915429
-30,5.21778750530659
-28,5.06868031651724
-26,4.88114191983121
-24,4.66443965909116
-22,4.43007055630483
-20,4.19102213110577
-18,3.96053529091834
-16,3.75048261405645
-14,3.56968453319914
-12,3.42263357247461
-10,3.3090468940824
-8,3.22438915128408
-6,3.16114393432485
-4,3.11037897566584
-2,3.06315626578024
0,3.01151989715046
2,2.94901039958505
4,2.87080397428508
6,2.77363550717055
8,2.65565924400304
10,2.51636112170264
12,2.35658109829269
14,2.17864006135432
16,1.98649710768933
18,1.78579552828924
20,1.58360723930667
22,1.38769002208758
24,1.20517374818105
26,1.04080930139476
28,0.895184035595706
30,0.7634681912239
32,0.635144061376376
34,0.494789527478589
36,0.32356391767197
38,0.100839049812444
40,-0.194490770874992
42,-0.583224201144704
44,-1.08553087852303
46,-1.72082154725635
48,-2.50732541869763
50,-3.46047709715842
52,-4.58824250884096
54,-5.87942351508363
56,-7.27793733005649
58,-8.63913150302199
60,-9.7032333409801
62,-10.2043646344995
64,-10.1187431936312
66,-9.69737855150384
68,-9.22516249706739
70,-8.87673248085891
72,-8.7288302043668
74,-8.80449783466783
76,-9.09987504109974
78,-9.59386045963452
80,-10.2472812746498
82,-10.9963941361366
84,-11.747228980452
86,-12.3836742799485
88,-12.8026008256855
90,-12.9628025218375
92,-12.9007272583319
94,-12.6933731027347
96,-12.4089944162328
98,-12.0845695447503
100,-11.7304394741269
102,-11.3467849291988
104,-10.9396368714708
106,-10.5293071044165
108,-10.1494759380444
110,-9.84036153400392
112,-9.64111183779746
114,-9.58425120054861
116,-9.69165257744635
118,-9.96916268310341
120,-10.3954773689182
122,-10.9005624450883
124,-11.3370971576157
126,-11.482646731649
128,-11.1448120757085
130,-10.322089994683
132,-9.19895102735454
134,-7.98369926700122
136,-6.8097433180238
138,-5.73761852420601
140,-4.78515946606543
142,-3.95023163204032
144,-3.22297607118778
146,-2.59155495804957
148,-2.04452367117114
150,-1.57152751088674
152,-1.16318996555502
154,-0.810661348248991
156,-0.505110191239213
158,-0.237343445719085
160,0.00232003759649052
162,0.223852530200973
164,0.43699136036505
166,0.65046087869272
168,0.871108463466331
170,1.10318014260363
172,1.34794905661434
174,1.60381059417005
176,1.86680792233899
178,2.13142192652544
180,2.39140748379582
