"Phi [deg]","dB(RealizedGainTotal) [] - Freq='2.4GHz' Theta='90deg'"
-180,-9.65934656078863
-178,-9.31575314072956
-176,-9.2296246272531
-174,-9.42038808333177
-172,-9.91267143333109
-170,-10.7474358791539
-168,-11.994517293389
-166,-13.7671943593014
-164,-16.2054793864812
-162,-19.0960717340282
-160,-19.9655546755343
-158,-17.0395231882158
-156,-13.6459609556399
-154,-10.9037156055323
-152,-8.74186575030019
-150,-7.01324779461776
-148,-5.61367160511414
-146,-4.47376908084113
-144,-3.54549637157124
-142,-2.79318458030938
-140,-2.18804325948414
-138,-1.70477465599929
-136,-1.31953517724792
-134,-1.00889929196423
-132,-0.749715710452294
-130,-0.519816741129209
-128,-0.299445737104308
-126,-0.0730368222892805
-124,0.16925049231337
-122,0.43086388910496
-120,0.709381835841318
-118,0.998062839366477
-116,1.28787838766915
-114,1.56942821604817
-112,1.83434517735439
-110,2.07607697439146
-108,2.29012866810272
-106,2.47392571933784
-104,2.62645096186495
-102,2.74777219793624
-100,2.83854357219374
-98,2.89954560923887
-96,2.93132392136995
-94,2.93398693536147
-92,2.90721971918241
-90,2.85055835372845
-88,2.76394577308311
-86,2.64855578933143
-84,2.50782336342359
-82,2.34854345953663
-80,2.18178055790549
-78,2.02316862733327
-76,1.89205221470927
-74,1.80901894844536
-72,1.7919419347949
-70,1.8516450364346
-68,1.98906081500321
-66,2.19535350811184
-64,2.45490749506797
-62,2.74958246056271
-60,3.06237884086496
-58,3.37949952683663
-56,3.69079790298128
-54,3.98915305118363
-52,4.26939809442456
-50,4.52727852745585
-48,4.75871424009266
-46,4.95945991836769
-44,5.12512796027603
-42,5.25146264793647
-40,5.33473080529233
-38,5.37210887265915
-36,5.36197991114191
-34,5.30408999433291
-32,5.199543786564
-30,5.05064443446348
-28,4.86060808910583
-26,4.63321198108299
-24,4.37246476027026
-22,4.08240956044649
-20,3.76717102634959
-18,3.4313271500735
-16,3.08062241524017
-14,2.72294294843229
-12,2.36934806562831
-10,2.034796960699
-8,1.73805479098585
-6,1.50022415825188
-4,1.34164084427508
-2,1.27764475452915
0,1.31470270560609
2,1.44869125971886
4,1.66621939420517
6,1.94823353020526
8,2.27414374945987
10,2.62497042173759
12,2.98495802487789
14,3.34188764846129
16,3.68661733813548
18,4.01232770796034
20,4.31377815987214
22,4.58672020234467
24,4.82750774890697
26,5.03288524149185
28,5.19990851950908
30,5.32594828020158
32,5.40873320827986
34,5.44640352038392
36,5.43756171464298
38,5.381323071262
40,5.27738229495233
42,5.12612357543611
44,4.92880817007237
46,4.68787442020442
48,4.40737592978382
50,4.09355701474222
52,3.75550866971331
54,3.40575007424226
56,3.06043981469405
58,2.7387830430768
60,2.46119696659795
62,2.24612385575154
64,2.10611171588249
66,2.04456859468208
68,2.05470141701484
70,2.1211842340987
72,2.22370060883972
74,2.34078484983291
76,2.45272503417069
78,2.54312217252298
80,2.59934113181451
82,2.61231554173835
84,2.5761131983402
86,2.48752052993629
88,2.34577142865571
90,2.15245474127255
92,1.91157560596294
94,1.62969910134383
96,1.31605505671045
98,0.982427500344923
100,0.642610280354615
102,0.311230445480681
104,0.00188741926131118
106,-0.275148701439369
108,-0.51509614994697
110,-0.719946785053564
112,-0.898389907117793
114,-1.06443848519008
116,-1.23532621581387
118,-1.42939196924064
120,-1.66445935262481
122,-1.95688032047472
124,-2.32114662358706
126,-2.76983387125328
128,-3.31356789388813
130,-3.96059139013904
132,-4.71525701891963
134,-5.57428859513501
136,-6.51898048763283
138,-7.50148651349514
140,-8.4275309299691
142,-9.15331312767579
144,-9.53359391273407
146,-9.52088358651065
148,-9.21302204218616
150,-8.78274620430887
152,-8.38411612336708
154,-8.11863175775926
156,-8.04406061969695
158,-8.19098447284018
160,-8.57293373437055
162,-9.18712521173936
164,-10.0031307995626
166,-10.9343305889334
168,-11.7963864819242
170,-12.3109794619066
172,-12.266653523644
174,-11.7288518179459
176,-10.9681009703028
178,-10.2314682304049
180,-9.65934656078863
