"Phi [deg]","dB(RealizedGainTotal) [] - Freq='2.4GHz' Theta='90deg'"
-180,5.02398980916384
-178,4.63600583002945
-176,4.18524076565676
-174,3.68266697556738
-172,3.14354308874068
-170,2.58807778827358
-168,2.04112205316262
-166,1.52999864764293
-164,1.07987469187775
-162,0.707354200027571
-160,0.414806163048141
-158,0.188625607409695
-156,0.00277564330627528
-154,-0.174073604165026
-152,-0.370827987808887
-150,-0.607530082413158
-148,-0.890100054985549
-146,-1.20518218274478
-144,-1.51484695156115
-142,-1.75413678554444
-140,-1.83952372936187
-138,-1.69643731781942
-136,-1.29726164716263
-134,-0.678845990392085
-132,0.0783567056445717
-130,0.88749397283703
-128,1.67947201861952
-126,2.40848055702685
-124,3.04786035055385
-122,3.58412460886809
-120,4.01222592891835
-118,4.33249266294377
-116,4.54883201841093
-114,4.66772775185584
-112,4.69767323104259
-110,4.64878715726573
-108,4.53242700591449
-106,4.36066075360973
-104,4.14550945123422
-102,3.89795667832433
-100,3.62684013610756
-98,3.3378629756265
-96,3.03302314878333
-94,2.71070286252364
-92,2.36649729546297
-90,1.99467955422025
-88,1.59010203398393
-86,1.15036336838807
-84,0.678170482394964
-82,0.183871066282615
-80,-0.312046488239393
-78,-0.777270690808553
-76,-1.16857304112025
-74,-1.4377396118104
-72,-1.54345778332922
-70,-1.46522731118738
-68,-1.21089062306969
-66,-0.812296253123144
-64,-0.312734803165197
-62,0.245336836712044
-60,0.827119345524885
-58,1.40700366506499
-56,1.96723011452964
-54,2.4957213487374
-52,2.98411534888155
-50,3.42630930322769
-48,3.81750140837981
-46,4.15362396570432
-44,4.43106250171887
-42,4.6465821204433
-40,4.79740665284947
-38,4.88141167859371
-36,4.89740025144496
-34,4.84543272291745
-32,4.72718063789549
-30,4.546268520671
-28,4.30855482688362
-26,4.02228436723702
-24,3.69802444544583
-22,3.34829031004559
-20,2.98679599805434
-18,2.62735654912082
-16,2.28261298672945
-14,1.96289655385909
-12,1.67559409141594
-10,1.42524554478232
-8,1.21432523222825
-6,1.04436818764476
-4,0.916952286020418
-2,0.83409900327281
0,0.797876306395808
2,0.809296827933489
4,0.86690432111176
6,0.965607726531803
8,1.09624621336476
10,1.24605756089904
12,1.39984406469023
14,1.54140086026807
16,1.65478401772158
18,1.72517418532128
20,1.73929426708589
22,1.68547321214768
24,1.55349739553369
26,1.33438642983661
28,1.02020870023233
30,0.604040840488995
32,0.0801931945865021
34,-0.555113587015026
36,-1.30230903420031
38,-2.15576052468677
40,-3.09907807342293
42,-4.09789110576811
44,-5.09121331792308
46,-5.98760799175712
48,-6.67975122209348
50,-7.08644954429343
52,-7.19826091695087
54,-7.07975655230983
56,-6.82557212214331
58,-6.51636976323455
60,-6.20231733775463
62,-5.90681112462832
64,-5.63622594005728
66,-5.38843189345096
68,-5.15822549763941
70,-4.93990914714082
72,-4.72787898665919
74,-4.51624823917742
76,-4.29843783585809
78,-4.06733333954474
80,-3.81613573275238
82,-3.53958971576872
84,-3.23503282177854
86,-2.90278368367177
88,-2.54573139272313
90,-2.16838375591935
92,-1.77584147291834
94,-1.37310438079785
96,-0.964882625394449
98,-0.55583955278208
100,-0.151042119256465
102,0.243632925375367
104,0.621318676538338
106,0.974267972850211
108,1.29420760005962
110,1.57282502475247
112,1.80226468978847
114,1.97553988226591
116,2.0868113916539
118,2.13152722496681
120,2.10645226876435
122,2.00964716995885
124,1.84049150096712
126,1.59989812425208
128,1.29094150959439
130,0.920220218556744
132,0.500354745180767
134,0.0539388786160357
136,-0.381390380257737
138,-0.749059446744467
140,-0.976606924399245
142,-0.992952722372682
144,-0.758211049568298
146,-0.285991954999952
148,0.36309497407784
150,1.11028668532306
152,1.88503281310281
154,2.63608019471611
156,3.33090067102577
158,3.95083008730381
160,4.48617762391405
162,4.93261109413243
164,5.28880977673248
166,5.5550439300796
168,5.73236250541102
170,5.82216755854853
172,5.82603958025088
174,5.74573834481489
176,5.58334415769451
178,5.34153191393818
180,5.02398980916384
